parent, map, numimages, MatchedSizes, Width, Height, CombWidth, CombHeight, IsOutput
shadowfen, tsanji_base, 9, True, 256, 256, 768, 768, True
housing, varlaisveaayleidint_base, 9, True, 256, 256, 768, 768, True
wrothgar, bloodyknoll_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialsewers_aldmeri1_base, 36, True, 512, 512, 3072, 3072, True
cyrodiil, imperialsewer_daggerfall2_base, 36, True, 512, 512, 3072, 3072, True
shadowfen, tenmaurwolk_base, 9, True, 256, 256, 768, 768, True
elsweyr, hakoshaecrypts_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialsewer_daggerfall1_base, 36, True, 512, 512, 3072, 3072, True
auridon, auridonoutlawrefuge_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_redmayne_int_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, cathedralofakatosh_base, 9, True, 256, 256, 768, 768, True
bangkorai, bangkoraigarrison_alt_base, 9, True, 256, 256, 768, 768, True
reach, grayhostbase2ndfloorpres_base, 9, True, 256, 256, 768, 768, True
cyrodiil, iccoldharboraboretum3_base, 9, True, 256, 256, 768, 768, True
wrothgar, oldorsiniummap07_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_castlegiovesse2_base, 9, True, 256, 256, 768, 768, True
deshaan, triplecirclemine_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_drefuge_forge_base, 9, True, 256, 256, 768, 768, True
vvardenfell, nchuleft2_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_dsolace_int1_base, 9, True, 256, 256, 768, 768, True
glenumbra, minesofkhuras_base, 9, True, 256, 256, 768, 768, True
summerset, crystaltower_top_base, 9, True, 256, 256, 768, 768, True
malabaltor, abamath_base, 9, True, 256, 256, 768, 768, True
therift, fortgreenwall_base, 9, True, 256, 256, 768, 768, True
skyrim, riftenratwaybottom_base, 9, True, 256, 256, 768, 768, True
deshaan, apothacarium_base, 9, True, 256, 256, 768, 768, True
housing, luckycatintfloor1.base, 9, True, 256, 256, 768, 768, True
malabaltor, malabaltoroutlawrefuge_base, 9, True, 256, 256, 768, 768, True
housing, thievesoasisext_base, 25, True, 256, 256, 1280, 1280, True
summerset, torhamekhard_02_base, 9, True, 256, 256, 768, 768, True
thievesguild, glitteringgrotto_room5_base, 9, True, 256, 256, 768, 768, True
justice, banditden5_room2_base, 9, True, 256, 256, 768, 768, True
greenshade, hollowlair_base, 9, True, 256, 256, 768, 768, True
prologue, u31_flameconclavep2_base, 9, True, 256, 256, 768, 768, True
shadowfen, ui_cradleofshadowsint_003_base, 9, True, 256, 256, 768, 768, True
reapersmarch, mhkmoonhunterkeep3_base, 9, True, 256, 256, 768, 768, True
balfoyen, smugglertunnel_base, 9, True, 256, 256, 768, 768, True
clockwork, ccq5_fl1_base, 9, True, 256, 256, 768, 768, True
skyrim, bastionsanguinaris_int02_base, 9, True, 256, 256, 768, 768, True
alikr, kulatimines-b_base, 9, True, 256, 256, 768, 768, True
skyrim, ui_maps_skyrim, 1, True, 128, 128, 128, 128, True
summerset, monasteryoshfloor02_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vassirdidanat01_base, 9, True, 256, 256, 768, 768, True
auridon, themangroves_base, 9, True, 256, 256, 768, 768, True
battlegrounds, aldcaracalt_base, 25, True, 256, 256, 1280, 1280, True
glenumbra, goblinminesend_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, knightsgrave05_base, 9, True, 256, 256, 768, 768, True
vvardenfell, odirniran_base, 9, True, 256, 256, 768, 768, True
skyrim, solitudetemplecave, 9, True, 256, 256, 768, 768, True
vvardenfell, ui_map_hofabricboss3_base, 9, True, 256, 256, 768, 768, True
murkmire, swampisland_ext_base, 25, True, 256, 256, 1280, 1280, True
therift, fallowstonevault_base, 9, True, 256, 256, 768, 768, True
bangkorai, bangkorai_base, 4, True, 1024, 1024, 2048, 2048, True
deshaan, mournholdoutlawsrefuge_base, 9, True, 256, 256, 768, 768, True
housing, pellitinemanorint.base, 9, True, 256, 256, 768, 768, True
guildmaps, gladeofthedivinevuldngrav_base, 9, True, 256, 256, 768, 768, True
justice, banditden8_room2_base, 9, True, 256, 256, 768, 768, True
deshaan, mzithumz_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vivechow01a_base, 9, True, 256, 256, 768, 768, True
grahtwood, nesalas_base, 9, True, 256, 256, 768, 768, True
bangkorai, bangkoraigarrisonsewer_base, 9, True, 256, 256, 768, 768, True
skyrim, chillwinddepths_base, 9, True, 256, 256, 768, 768, True
housing, forgemasterfalls_base, 25, True, 256, 256, 1280, 1280, True
bangkorai, murciensclaim_base, 9, True, 256, 256, 768, 768, True
greenshade, serpentsgrotto_base, 9, True, 256, 256, 768, 768, True
reach, nighthollowkeep3_base, 9, True, 256, 256, 768, 768, True
eastmarch, ui_map_frvfrstvlt05_base, 9, True, 256, 256, 768, 768, True
justice, banditden5_base, 9, True, 256, 256, 768, 768, True
wrothgar, honorsrestfinalv_base, 9, True, 256, 256, 768, 768, True
coldharbor, vaultsofmadness2_base, 9, True, 256, 256, 768, 768, True
thievesguild, glitteringgrotto_base, 9, True, 256, 256, 768, 768, True
stonefalls, kragenmoor_base, 25, True, 256, 256, 1280, 1280, True
vvardenfell, vivecthroneroom02_base, 9, True, 256, 256, 768, 768, True
craglorn, aetherianarchiveend_base, 9, True, 256, 256, 768, 768, True
stonefalls, charredridge_base, 9, True, 256, 256, 768, 768, True
murkmire, tombofspears_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_fargraverefuge_up_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_silenthalls_int02_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_deadlight_summit_base, 9, True, 256, 256, 768, 768, True
elsweyr, weepingscarmain_base, 9, True, 256, 256, 768, 768, True
murkmire, remnantofargon_base, 9, True, 256, 256, 768, 768, True
rivenspire, cryptofheartsheroic_base, 9, True, 256, 256, 768, 768, True
deshaan, corpsegarden_base, 9, True, 256, 256, 768, 768, True
deshaan, shadastula_base, 9, True, 256, 256, 768, 768, True
cyrodiil, haynotecave_base, 9, True, 256, 256, 768, 768, True
housing, stillwatersretreatint2_base, 9, True, 256, 256, 768, 768, True
thievesguild, abahslanding_sulima_base, 25, True, 256, 256, 1280, 1280, True
justice, banditden5_room1_base, 9, True, 256, 256, 768, 768, True
craglorn, dragonstararena10_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_ashenforest_int_base, 9, True, 256, 256, 768, 768, True
malabaltor, shrineofmauloch_base, 9, True, 256, 256, 768, 768, True
elsweyr, orcrest2_base, 25, True, 256, 256, 1280, 1280, True
housing, stillwatersretreatint3_base, 9, True, 256, 256, 768, 768, True
skyrim, kynesaegisboss3floor003, 9, True, 256, 256, 768, 768, True
skyrim, kynesaegisboss3floor002, 9, True, 256, 256, 768, 768, True
skyrim, kynesaegisboss3floor001, 9, True, 256, 256, 768, 768, True
reapersmarch, arenthia_base, 25, True, 256, 256, 1280, 1280, True
skyrim, skrtut_deepwoodtemple02_base, 9, True, 256, 256, 768, 768, True
auridon, blisstop_base, 9, True, 256, 256, 768, 768, True
housing, thievesoasisint1_base, 9, True, 256, 256, 768, 768, True
temporarymaps, ne_salas_vault_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, bdvilla_map2ext2, 9, True, 256, 256, 768, 768, True
reapersmarch, planeofjodecave_base, 9, True, 256, 256, 768, 768, True
main, sancretor8_base, 9, True, 256, 256, 768, 768, True
greenshade, rulanyilsfall_base, 9, True, 256, 256, 768, 768, True
clockwork, ccq7_map3_base, 9, True, 256, 256, 768, 768, True
wrothgar, scarpkeeplower_base, 9, True, 256, 256, 768, 768, True
cyrodiil, wgtlibraryhall_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_collectorvilla_int1_base, 9, True, 256, 256, 768, 768, True
reach, verandislab_base, 9, True, 256, 256, 768, 768, True
justice, banditden5_room4_base, 9, True, 256, 256, 768, 768, True
skyrim, palaceofkingsmain_base, 9, True, 256, 256, 768, 768, True
vvardenfell, pulklower_base, 9, True, 256, 256, 768, 768, True
vvardenfell, coldbloodcavernmain, 9, True, 256, 256, 768, 768, True
vvardenfell, skar_base, 9, True, 256, 256, 768, 768, True
reach, grayhostbase1floorpres_base, 9, True, 256, 256, 768, 768, True
elsweyr, phoom01_base, 9, True, 256, 256, 768, 768, True
wrothgar, thukozods_base, 9, True, 256, 256, 768, 768, True
therift, lostprospect2_base, 9, True, 256, 256, 768, 768, True
bangkorai, ui_map_fanglairext_base, 9, True, 256, 256, 768, 768, True
cyrodiil, iccoldharbonobels3_base, 9, True, 256, 256, 768, 768, True
wrothgar, fharunprison_base, 9, True, 256, 256, 768, 768, True
summerset, ceytarncaveint02_base, 9, True, 256, 256, 768, 768, True
stonefalls, apocryphasgate_base, 9, True, 256, 256, 768, 768, True
blackwood, blackwood_base, 16, True, 512, 512, 2048, 2048, True
vvardenfell, andrano_base, 9, True, 256, 256, 768, 768, True
reapersmarch, sren-ja2_base, 9, True, 256, 256, 768, 768, True
shadowfen, stormholdguildhall_map, 9, True, 256, 256, 768, 768, True
bangkorai, hallofheroes_base, 9, True, 256, 256, 768, 768, True
reach, u28_blackreach_base, 25, True, 256, 256, 1280, 1280, True
skyrim, castlethorn_int_03, 9, True, 256, 256, 768, 768, True
housing, thievesoasisint3_base, 9, True, 256, 256, 768, 768, True
thievesguild, deathhollowhalls_room3_base, 9, True, 256, 256, 768, 768, True
wrothgar, arenasclockworkint_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, senchaloutlawrefuge_base, 9, True, 256, 256, 768, 768, True
skyrim, castlethorn_int_02, 9, True, 256, 256, 768, 768, True
glenumbra, glenumbracamlornkeep_base, 4, True, 1024, 1024, 2048, 2048, True
elsweyr, desertwind2_base, 9, True, 256, 256, 768, 768, True
reach, valthumeupper_base, 9, True, 256, 256, 768, 768, True
summerset, sq5mephalaint01b_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, els_dg_dq5oasis_base, 9, True, 256, 256, 768, 768, True
coldharbor, thelibrarydusk_base, 9, True, 256, 256, 768, 768, True
housing, elinhirprivatearena_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, athimahmanson01_base, 9, True, 256, 256, 768, 768, True
summerset, etonnir_02_base, 9, True, 256, 256, 768, 768, True
auridon, thevaultofexile_base, 9, True, 256, 256, 768, 768, True
grahtwood, eldenrootfightersguildown_base, 9, True, 256, 256, 768, 768, True
wrothgar, rkindaleftint01_base, 9, True, 256, 256, 768, 768, True
reach, halls_of_the_betrayed3_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, ui_map_domdepthsofmal_base, 9, True, 256, 256, 768, 768, True
grahtwood, vindeathcave_base, 9, True, 256, 256, 768, 768, True
skyrim, darkmoongrottorefuge_base, 9, True, 256, 256, 768, 768, True
malabaltor, velynharbor_base, 25, True, 256, 256, 1280, 1280, True
guildmaps, cheesemongershollow_base, 9, True, 256, 256, 768, 768, True
rivenspire, hildunessecretrefuge_base, 9, True, 256, 256, 768, 768, True
prologue, u31_flameconclavep1_base, 9, True, 256, 256, 768, 768, True
malabaltor, rootsoftreehenge_base, 9, True, 256, 256, 768, 768, True
reapersmarch, fardirsfolly_base, 9, True, 256, 256, 768, 768, True
elsweyr, skoomacatscloister1_base, 25, True, 256, 256, 1280, 1280, True
grahtwood, haven_base, 25, True, 256, 256, 1280, 1280, True
blackwood, u30_xalirasotl_base, 9, True, 256, 256, 768, 768, True
shadowfen, ui_map_mazzatunint001_base, 9, True, 256, 256, 768, 768, True
wrothgar, watchershold_base, 9, True, 256, 256, 768, 768, True
murkmire, rootwhisper_base, 25, True, 256, 256, 1280, 1280, True
reapersmarch, vilemansehouse01_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_shattered_vault_3_base, 9, True, 256, 256, 768, 768, True
vvardenfell, zaintiraris_base, 9, True, 256, 256, 768, 768, True
grahtwood, caveofbrokensails_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, blackwoodsborderlands02_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperial_dragonfire_tunne_base, 9, True, 256, 256, 768, 768, True
reach, briarrockruins_tower02_base, 9, True, 256, 256, 768, 768, True
bangkorai, trollstoothpick_base, 9, True, 256, 256, 768, 768, True
reach, u28_orrerytop_base, 9, True, 256, 256, 768, 768, True
eastmarch, thefrigidgrotto_base, 9, True, 256, 256, 768, 768, True
cyrodiil, vahtacen_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_ws_fleapits_base, 9, True, 256, 256, 768, 768, True
glenumbra, goblinminesstart_base, 9, True, 256, 256, 768, 768, True
grahtwood, gilvardelleabandoncave, 9, True, 256, 256, 768, 768, True
elsweyr, thetangle_base, 9, True, 256, 256, 768, 768, True
summerset, sunhold_base, 25, True, 256, 256, 1280, 1280, True
skyrim, dragonhome_base, 9, True, 256, 256, 768, 768, True
temporarymaps, arpeniah2_base, 9, True, 256, 256, 768, 768, True
grahtwood, eldenrootservices_base, 9, True, 256, 256, 768, 768, True
reapersmarch, selenesweb_base, 9, True, 256, 256, 768, 768, True
wrothgar, morkuldin_map_base, 9, True, 256, 256, 768, 768, True
summerset, karndar_04_base, 9, True, 256, 256, 768, 768, True
stormhaven, emericsdquagmireportion_base, 9, True, 256, 256, 768, 768, True
stonefalls, heimlynkeepreliquary_base, 9, True, 256, 256, 768, 768, True
elsweyr, skoomacatscloister2_base, 9, True, 256, 256, 768, 768, True
clockwork, clockworkoutlawsrefuge_base, 9, True, 256, 256, 768, 768, True
eastmarch, icehammersvault_base, 9, True, 256, 256, 768, 768, True
wrothgar, orsiniumtempleupper_base, 9, True, 256, 256, 768, 768, True
auridon, mehrunesspite_base, 9, True, 256, 256, 768, 768, True
deshaan, obsidiangorge_base, 9, True, 256, 256, 768, 768, True
vvardenfell, zalkinsul02_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vivechow02_base, 9, True, 256, 256, 768, 768, True
murkmire, brightthroatvillage_base, 25, True, 256, 256, 1280, 1280, True
greenshade, marbrukoutlawsrefuge_base, 9, True, 256, 256, 768, 768, True
cyrodiil, wgtvoid1_base, 9, True, 256, 256, 768, 768, True
elsweyr, sunspirehall002_base, 9, True, 256, 256, 768, 768, True
shadowfen, atanazruins_base, 9, True, 256, 256, 768, 768, True
skyrim, palaceofkingsback_base, 9, True, 256, 256, 768, 768, True
vvardenfell, libraryofandule02_base, 9, True, 256, 256, 768, 768, True
craglorn, burriedsands_base, 9, True, 256, 256, 768, 768, True
skyrim, tzingalas_base, 9, True, 256, 256, 768, 768, True
glenumbra, thegrave_base, 9, True, 256, 256, 768, 768, True
summerset, karndar_02_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_xanmeeroverlook_ext_base, 25, True, 256, 256, 1280, 1280, True
cyrodiil, nisincave_base, 9, True, 256, 256, 768, 768, True
craglorn, thaliasretreat_base, 9, True, 256, 256, 768, 768, True
housing, wraithhome_base, 9, True, 256, 256, 768, 768, True
auridon, mephalasrealm_base, 9, True, 256, 256, 768, 768, True
elsweyr, sugarslingersden02_base, 9, True, 256, 256, 768, 768, True
auridon, smugglerstunnel_base, 9, True, 256, 256, 768, 768, True
coldharbor, lightlesscell_base, 9, True, 256, 256, 768, 768, True
auridon, bewan_base, 9, True, 256, 256, 768, 768, True
blackwood, vunalk1_base, 9, True, 256, 256, 768, 768, True
craglorn, craglorn_dragonstar_base, 25, True, 256, 256, 1280, 1280, True
deadlands, u32_collectorvilla_ext_base, 25, True, 256, 256, 1280, 1280, True
glenumbra, cryptwatchfort_base, 9, True, 256, 256, 768, 768, True
summerset, traitorsvault01_base, 9, True, 256, 256, 768, 768, True
auridon, abandonedmine_base, 9, True, 256, 256, 768, 768, True
housing, newmoonfortress2_base, 9, True, 256, 256, 768, 768, True
grahtwood, eldenhollowheroic1_base, 9, True, 256, 256, 768, 768, True
greenshade, silatar_base, 9, True, 256, 256, 768, 768, True
grahtwood, maarsmap06_base, 9, True, 256, 256, 768, 768, True
murkmire, deepmire02_base, 9, True, 256, 256, 768, 768, True
craglorn, kardala_base, 9, True, 256, 256, 768, 768, True
wrothgar, honorsrestright_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_leyawiincastleint02_base, 9, True, 256, 256, 768, 768, True
alikr, eyeschamber_base, 9, True, 256, 256, 768, 768, True
cyrodiil, newtcave_base, 9, True, 256, 256, 768, 768, True
wrothgar, bonegrinder_base, 9, True, 256, 256, 768, 768, True
summerset, ebonstadmont_base, 9, True, 256, 256, 768, 768, True
craglorn, chiselshriek_base, 9, True, 256, 256, 768, 768, True
thievesguild, glitteringgrotto_room6_base, 9, True, 256, 256, 768, 768, True
stormhaven, emericsdreampart2_base, 9, True, 256, 256, 768, 768, True
summerset, traitorsvault04_base, 9, True, 256, 256, 768, 768, True
wrothgar, fharunstronghold02_base, 9, True, 256, 256, 768, 768, True
vvardenfell, prisonofxykenaz_base, 9, True, 256, 256, 768, 768, True
battlegrounds, eldangavar2_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_collectorvilla_int3_base, 9, True, 256, 256, 768, 768, True
skyrim, stonegarden02b_base, 9, True, 256, 256, 768, 768, True
main, valleyofblades1_base, 9, True, 256, 256, 768, 768, True
eastmarch, windhelm_base, 25, True, 256, 256, 1280, 1280, True
justice, banditden8_base, 9, True, 256, 256, 768, 768, True
glenumbra, spindleclutchheroic_base, 9, True, 256, 256, 768, 768, True
bleakrock, skyshroudbarrow_base, 9, True, 256, 256, 768, 768, True
summerset, sq5mephalaint02_base, 9, True, 256, 256, 768, 768, True
auridon, auridon_base, 4, True, 1024, 1024, 2048, 2048, True
shadowfen, chidmoskaruins_base, 9, True, 256, 256, 768, 768, True
reach, nchuandzelc_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_dl6_ahope_int_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vivecstolms03_base, 9, True, 256, 256, 768, 768, True
glenumbra, badmansstart_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_pantherfang_int2_base, 9, True, 256, 256, 768, 768, True
craglorn, balamathlibrary_base, 9, True, 256, 256, 768, 768, True
blackwood, zhmain_base, 9, True, 256, 256, 768, 768, True
stonefalls, sheogorathstongue_base, 9, True, 256, 256, 768, 768, True
deshaan, taldeiccrypts_base, 9, True, 256, 256, 768, 768, True
craglorn, seekersarchivedown_base, 9, True, 256, 256, 768, 768, True
stonefalls, tormented_spire_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_shattered_vault_1_base, 9, True, 256, 256, 768, 768, True
vvardenfell, ui_map_hofabrichall2_base, 9, True, 256, 256, 768, 768, True
summerset, kingshavenint1_base, 9, True, 256, 256, 768, 768, True
elsweyr, desertwind2_2a_base, 9, True, 256, 256, 768, 768, True
guildmaps, ragnthar_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, dormantvolcano_base, 25, True, 256, 256, 1280, 1280, True
skyrim, skrtut_deepwoodbarrow_base, 9, True, 256, 256, 768, 768, True
malabaltor, thehuntinggrounds_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_oblivion_portal_base, 9, True, 256, 256, 768, 768, True
summerset, sinkhole_base, 9, True, 256, 256, 768, 768, True
rivenspire, flyleafcatacombs_base, 9, True, 256, 256, 768, 768, True
alikr, zehtswatercavelower_base, 9, True, 256, 256, 768, 768, True
deshaan, unexploredcrag_base, 9, True, 256, 256, 768, 768, True
cyrodiil, bloodmaynecave_base, 9, True, 256, 256, 768, 768, True
alikr, aldunz_base, 9, True, 256, 256, 768, 768, True
malabaltor, crimsoncove_base, 9, True, 256, 256, 768, 768, True
thievesguild, hiradirgecitadeltg3_s2_base, 9, True, 256, 256, 768, 768, True
glenumbra, betnihk_base, 4, True, 1024, 1024, 2048, 2048, True
elsweyr, sepulcherofmischance02_base, 9, True, 256, 256, 768, 768, True
thievesguild, hubalajadpalace_base, 25, True, 256, 256, 1280, 1280, True
summerset, karndar_03_base, 9, True, 256, 256, 768, 768, True
reach, u28_darkheart_rb6_b_base, 9, True, 256, 256, 768, 768, True
main, sancretor4_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_theshambles_base, 25, True, 256, 256, 1280, 1280, True
stonefalls, stonefalls_base, 4, True, 1024, 1024, 2048, 2048, True
auridon, veiledkeepbase, 9, True, 256, 256, 768, 768, True
cyrodiil, eastelsweyrgate_base, 25, True, 256, 256, 1280, 1280, True
craglorn, cryptoftarishzi2_base, 9, True, 256, 256, 768, 768, True
vvardenfell, koradurfw02_base, 9, True, 256, 256, 768, 768, True
summerset, crystaltower_entryway_base, 9, True, 256, 256, 768, 768, True
bangkorai, evermore_base, 4, True, 512, 512, 1024, 1024, True
summerset, sum_crystaltower01_base, 9, True, 256, 256, 768, 768, True
elsweyr, rimmennecropolis_base, 9, True, 256, 256, 768, 768, True
blackwood, tdc_map_secrethall_002, 9, True, 256, 256, 768, 768, True
blackwood, tdc_map_secrethall_003, 9, True, 256, 256, 768, 768, True
blackwood, tdc_map_secrethall_001, 9, True, 256, 256, 768, 768, True
greenshade, hectahamegrottovalenheart_base, 9, True, 256, 256, 768, 768, True
justice, banditden7_room3_base, 9, True, 256, 256, 768, 768, True
coldharbor, theeverfullflagon_base, 9, True, 256, 256, 768, 768, True
glenumbra, themondmine_base, 9, True, 256, 256, 768, 768, True
reach, u28_darkheart_rb6_base, 9, True, 256, 256, 768, 768, True
vvardenfell, zalkinsul03_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, newmoonfortress2_base, 9, True, 256, 256, 768, 768, True
elsweyr, riverholdcity_base, 25, True, 256, 256, 1280, 1280, True
murkmire, ui_map_xal-vakka05_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_balfiera_int5_base, 9, True, 256, 256, 768, 768, True
coldharbor, wailingprison3_base, 9, True, 256, 256, 768, 768, True
malabaltor, tomboftheapostates_base, 9, True, 256, 256, 768, 768, True
clockwork, evergloam_base, 25, True, 256, 256, 1280, 1280, True
cyrodiil, northmorrowgate_base, 25, True, 256, 256, 1280, 1280, True
blackwood, vaultdelve_int02b_base, 9, True, 256, 256, 768, 768, True
thievesguild, ui_maps_abahslanding_housing, 1, True, 128, 128, 128, 128, True
reapersmarch, rawlkhatemple_base, 9, True, 256, 256, 768, 768, True
cyrodiil, lipsandtarn_base, 9, True, 256, 256, 768, 768, True
housing, earthtearcavern_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, ui_map_domdepthsofmal4_base, 9, True, 256, 256, 768, 768, True
housing, u32_agonysascent_int04_base, 9, True, 256, 256, 768, 768, True
craglorn, haddock_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_deadlandskeep_int_base, 9, True, 256, 256, 768, 768, True
vvardenfell, tusenend_base, 9, True, 256, 256, 768, 768, True
thievesguild, secludedsewers_room3_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_ashenforest_wgt_base, 9, True, 256, 256, 768, 768, True
shadowfen, stormholdmortuary_map, 9, True, 256, 256, 768, 768, True
summerset, alinorroyalpalace2_base, 9, True, 256, 256, 768, 768, True
alikr, volenfell_base, 9, True, 256, 256, 768, 768, True
greenshade, vetcirtyash02_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, els_dragonguard_island05_base, 9, True, 256, 256, 768, 768, True
bangkorai, rubblebutte_base, 9, True, 256, 256, 768, 768, True
blackwood, vaultdelve_int02a_base, 9, True, 256, 256, 768, 768, True
skyrim, lightlesshollow_ruins01_base, 9, True, 256, 256, 768, 768, True
alikr, sandblownmine_base, 9, True, 256, 256, 768, 768, True
elsweyr, starhavencatacombs_base, 9, True, 256, 256, 768, 768, True
coldharbor, wailingprison4_base, 9, True, 256, 256, 768, 768, True
greenshade, campgushnukbur_base, 9, True, 256, 256, 768, 768, True
shadowfen, shadowfenoutlawrefuge_base, 9, True, 256, 256, 768, 768, True
rivenspire, breaghafinlower_base, 9, True, 256, 256, 768, 768, True
main, sancretor3_base, 9, True, 256, 256, 768, 768, True
summerset, sq5mephalaint03_base, 9, True, 256, 256, 768, 768, True
cyrodiil, iccoldharbormarket3_base, 9, True, 256, 256, 768, 768, True
guildmaps, stonefang_base, 9, True, 256, 256, 768, 768, True
murkmire, lilmothoutlawsrefuge02_base, 9, True, 256, 256, 768, 768, True
vvardenfell, pulkupper_base, 9, True, 256, 256, 768, 768, True
murkmire, sunkenxanmeer01_base, 9, True, 256, 256, 768, 768, True
craglorn, mtharnaz_base, 9, True, 256, 256, 768, 768, True
blackwood, rg_map_inside_001, 9, True, 256, 256, 768, 768, True
therift, nimalten_base, 25, True, 256, 256, 1280, 1280, True
reapersmarch, greenhillcatacombs_base, 9, True, 256, 256, 768, 768, True
craglorn, dragonstararena09crypt_base, 9, True, 256, 256, 768, 768, True
auridon, ezduiin_base, 9, True, 256, 256, 768, 768, True
murkmire, ui_map_xal-vakka03_base, 9, True, 256, 256, 768, 768, True
bangkorai, bloodmatronscryptsingle_base, 9, True, 256, 256, 768, 768, True
craglorn, elinhirsewerworks_base, 9, True, 256, 256, 768, 768, True
shadowfen, gandranen_base, 9, True, 256, 256, 768, 768, True
therift, shorsstone_base, 25, True, 256, 256, 1280, 1280, True
main, hallsoftorment1_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_agonysascent_int02_base, 9, True, 256, 256, 768, 768, True
stonefalls, fortarand_base, 9, True, 256, 256, 768, 768, True
murkmire, lilmothoutlawsrefuge01_base, 9, True, 256, 256, 768, 768, True
rivenspire, northpoint_base, 25, True, 256, 256, 1280, 1280, True
deshaan, desolatecave_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, hallsofhighmane_ext_base, 9, True, 256, 256, 768, 768, True
housing, psijicmanor_ext1_base, 25, True, 256, 256, 1280, 1280, True
elsweyr, sugarslingersden02b_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_ashenforest_ext_base, 9, True, 256, 256, 768, 768, True
glenumbra, strosmkai_base, 9, True, 512, 512, 1536, 1536, True
alikr, bergama_base, 25, True, 256, 256, 1280, 1280, True
craglorn, trl_so_map03_base, 9, True, 256, 256, 768, 768, True
auridon, toothmaulgully_base, 9, True, 256, 256, 768, 768, True
murkmire, themists01_base, 9, True, 256, 256, 768, 768, True
craglorn, helracitadelhallofwarrior_base, 9, True, 256, 256, 768, 768, True
housing, u28_markarthmanor_base, 9, True, 256, 256, 768, 768, True
shadowfen, arxcorinium_base, 9, True, 256, 256, 768, 768, True
wrothgar, sorrowext_base, 9, True, 256, 256, 768, 768, True
thievesguild, glitteringgrotto_room3_base, 9, True, 256, 256, 768, 768, True
glenumbra, the_daggerfall_harborage, 9, True, 256, 256, 768, 768, True
greenshade, narilnagaia_base, 9, True, 256, 256, 768, 768, True
elsweyr, sepulcherofmischance03_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, varoestatecellar_base, 9, True, 256, 256, 768, 768, True
eastmarch, wittestadrcrypts_base, 9, True, 256, 256, 768, 768, True
wrothgar, oldorsiniummap01_base, 9, True, 256, 256, 768, 768, True
therift, shorsstonemine_base, 9, True, 256, 256, 768, 768, True
reapersmarch, dokrintemple_base, 9, True, 256, 256, 768, 768, True
wrothgar, pathtothemoo_library_base, 9, True, 256, 256, 768, 768, True
summerset, russafeldredtemple02_base, 9, True, 256, 256, 768, 768, True
reach, gloomreach2b_base, 9, True, 256, 256, 768, 768, True
main, sancretor6_base, 9, True, 256, 256, 768, 768, True
deshaan, cauldronmapslav2, 9, True, 256, 256, 768, 768, True
reach, markarthcity_base, 25, True, 256, 256, 1280, 1280, True
grahtwood, cormountprison_base, 9, True, 256, 256, 768, 768, True
craglorn, trl_so_map04_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, houseofembersoutside_base, 25, True, 256, 256, 1280, 1280, True
